day=114 max=-113863 idx=17 scores=[-133297, -129740, -126431, -130031, -126811, -127548, -135208, -127989, -121793, -128650, -116829, -120383, -129861, -124721, -123205, -115645, -121646, -113863, -118366, -127776, -135366, -133371, -116837, -118753, -129554, -126093]
day=115 max=-118311 idx=9 scores=[-129581, -121807, -136395, -127710, -126007, -122048, -132009, -128174, -131227, -118311, -127073, -129190, -125364, -125425, -132767, -128319, -122208, -129131, -119185, -124062, -125764, -128599, -124795, -133853, -139832, -134910]
day=116 max=-115593 idx=19 scores=[-140334, -125144, -136615, -117648, -143005, -129213, -129181, -132862, -128127, -135000, -118867, -135105, -130005, -130273, -125129, -119899, -133499, -120377, -128823, -115593, -130308, -140543, -116143, -135064, -131792, -124331]
day=117 max=-117598 idx=1 scores=[-128886, -117598, -144004, -124820, -129211, -128383, -124629, -135796, -122544, -120240, -121612, -141496, -128455, -136204, -132580, -129414, -125340, -127337, -122437, -122886, -125327, -139213, -123733, -123467, -140901, -128247]
day=118 max=-119623 idx=9 scores=[-146891, -131827, -142537, -120796, -128046, -125738, -126811, -133978, -140088, -119623, -130385, -124548, -128014, -138266, -131653, -135602, -136631, -125666, -126497, -120395, -129326, -141012, -134865, -140104, -129883, -144977]
day=119 max=-123978 idx=15 scores=[-142216, -135726, -127160, -127368, -135340, -137497, -139335, -131365, -131732, -133122, -125839, -133251, -138684, -125794, -128256, -123978, -126963, -126692, -128532, -130260, -141316, -133178, -137639, -126107, -138084, -129484]
day=120 max=-121035 idx=14 scores=[-134521, -123819, -141678, -133330, -134193, -128921, -125062, -143326, -130465, -126824, -139260, -136039, -139421, -144333, -121035, -139975, -138529, -133783, -138359, -121357, -126308, -147098, -133779, -132456, -145439, -133627]
day=121 max=-120317 idx=19 scores=[-136755, -123375, -142712, -134064, -142232, -130022, -145451, -131122, -134583, -128485, -139751, -138310, -141769, -132443, -132285, -126319, -147199, -129554, -136245, -120317, -142705, -150800, -125010, -131214, -146739, -132597]
day=122 max=-124201 idx=17 scores=[-149721, -139559, -136344, -133334, -140717, -134963, -138782, -134141, -133888, -125138, -134501, -145466, -150828, -142688, -133166, -136588, -133583, -124201, -142179, -137187, -136515, -133285, -134980, -134422, -136065, -149232]
day=123 max=-122901 idx=22 scores=[-139512, -132329, -143859, -133367, -152606, -137562, -134264, -147965, -144022, -130592, -126230, -139321, -136348, -139925, -141655, -130267, -144396, -136087, -134323, -141225, -140392, -140639, -122901, -145836, -133887, -137900]
day=124 max=-127602 idx=14 scores=[-152006, -137971, -144120, -142650, -153416, -142615, -136200, -135140, -142758, -139287, -145869, -135916, -141737, -139380, -127602, -129205, -141001, -137308, -132814, -131031, -138945, -147905, -128386, -133114, -149737, -138181]
day=125 max=-131670 idx=23 scores=[-137270, -142360, -145311, -143897, -140190, -143579, -143546, -147785, -136295, -139695, -139007, -152480, -154667, -141084, -144730, -136236, -136523, -140346, -142151, -137485, -140726, -145554, -131777, -131670, -149371, -151592]
day=126 max=-129043 idx=15 scores=[-142741, -137880, -137548, -140092, -141082, -143632, -143683, -138125, -135915, -146496, -146244, -145438, -138090, -146156, -133263, -129043, -141392, -139636, -146512, -140730, -146766, -148360, -135555, -140042, -153174, -144012]
day=127 max=-133109 idx=15 scores=[-153497, -136563, -137373, -137268, -155231, -142228, -148037, -143407, -135439, -140608, -134119, -139269, -149713, -135077, -139187, -133109, -143040, -135288, -138053, -136027, -136980, -150086, -137891, -144190, -140045, -144132]
day=128 max=-130730 idx=19 scores=[-145513, -132580, -138204, -133047, -149062, -149352, -142277, -146659, -136408, -145993, -143131, -151438, -141386, -137190, -140374, -142668, -154980, -137419, -144955, -130730, -147207, -152587, -139298, -140543, -148081, -154665]
day=129 max=-131559 idx=19 scores=[-159792, -148493, -142342, -147045, -159922, -144005, -141979, -138864, -142468, -148529, -134971, -149303, -148305, -141604, -137498, -140867, -143720, -145763, -140703, -131559, -148362, -142083, -134171, -150957, -140331, -153549]
day=130 max=-131765 idx=19 scores=[-158423, -145347, -159110, -141635, -147866, -155627, -145578, -153237, -142354, -148820, -140186, -153680, -151687, -140256, -149186, -142459, -145069, -145860, -147067, -131765, -149526, -144896, -138656, -153925, -160970, -144668]
day=131 max=-132090 idx=19 scores=[-153455, -132453, -151055, -139718, -155897, -160520, -145798, -155198, -144450, -153074, -136851, -145147, -149399, -156260, -152162, -151462, -158034, -133953, -138481, -132090, -139523, -161423, -138887, -139154, -161204, -158996]
day=132 max=-141544 idx=23 scores=[-157256, -144091, -153244, -146569, -161797, -146971, -151943, -156957, -145408, -147844, -152731, -149303, -147127, -153524, -147964, -152450, -143559, -144332, -142855, -144440, -141567, -156239, -151633, -141544, -147661, -161327]
day=133 max=-139091 idx=10 scores=[-146533, -146555, -156838, -140695, -161335, -159415, -150744, -147094, -141888, -145430, -139091, -154058, -146928, -156301, -151339, -146462, -161376, -148795, -145750, -144068, -157562, -146072, -144921, -142228, -161173, -153829]
day=134 max=-136204 idx=17 scores=[-156388, -137801, -155253, -141571, -162041, -149296, -158423, -153276, -145701, -149978, -140601, -155987, -156252, -143026, -139593, -148896, -160700, -136204, -145964, -136557, -149475, -159247, -145040, -143083, -157766, -155403]
day=135 max=-141045 idx=19 scores=[-165438, -145897, -147947, -153637, -151605, -158534, -150474, -153418, -160430, -157011, -150337, -150141, -151775, -144198, -149799, -142347, -162613, -145338, -155687, -141045, -160097, -160275, -147101, -161327, -162840, -161838]
day=136 max=-143562 idx=3 scores=[-157310, -150746, -159138, -143562, -166202, -165434, -162471, -149118, -150745, -153668, -144399, -153324, -156401, -148034, -150641, -157217, -159753, -156347, -160855, -146923, -151477, -165169, -148045, -157908, -162530, -156810]
day=137 max=-144130 idx=9 scores=[-158859, -153402, -168631, -148909, -164929, -148661, -155770, -160855, -146506, -144130, -148910, -161364, -167312, -163622, -154285, -152071, -154067, -147131, -164241, -148437, -147175, -168665, -156547, -151750, -167905, -155569]
day=138 max=-140841 idx=17 scores=[-172205, -144099, -152347, -143781, -153862, -167370, -157204, -155981, -153421, -148749, -160481, -156924, -155360, -161806, -151682, -144924, -150649, -140841, -164686, -148132, -157523, -166797, -142578, -153530, -161702, -150906]
day=139 max=-142280 idx=22 scores=[-167424, -150459, -157504, -159772, -156052, -155990, -160130, -157724, -153550, -152780, -160567, -151222, -164774, -156081, -147176, -157826, -161040, -148390, -152316, -160043, -167130, -157798, -142280, -150248, -165810, -155183]
day=140 max=-145161 idx=17 scores=[-160962, -153385, -171427, -158055, -158162, -151922, -155587, -154245, -152513, -161435, -147674, -166328, -156243, -151899, -155890, -159355, -166503, -145161, -161528, -152412, -153913, -164383, -151505, -151550, -173165, -154582]
day=141 max=-147820 idx=15 scores=[-165302, -162539, -165492, -152287, -162081, -169905, -167881, -156584, -158241, -152254, -165500, -169797, -170150, -166526, -163480, -147820, -165419, -155263, -165856, -161658, -163724, -171482, -163284, -154524, -166358, -164211]
day=142 max=-147860 idx=14 scores=[-171211, -151401, -165466, -157760, -174106, -171971, -164167, -161430, -156097, -151963, -148822, -153391, -164173, -155508, -147860, -154909, -159237, -157505, -168666, -157820, -169804, -160344, -159480, -165962, -162117, -172726]
day=143 max=-150496 idx=3 scores=[-173187, -150594, -170985, -150496, -161687, -163163, -168901, -157642, -170964, -164612, -154772, -173799, -170591, -157813, -157765, -158643, -163386, -156883, -161367, -157906, -165332, -172861, -151306, -161560, -157644, -161774]
day=144 max=-150829 idx=19 scores=[-164359, -164896, -161047, -166920, -164183, -160382, -160141, -174372, -157636, -153679, -152858, -168508, -173531, -168048, -162957, -154411, -168918, -161734, -159286, -150829, -166002, -162322, -163501, -158304, -167917, -159245]
day=145 max=-151055 idx=3 scores=[-171822, -155706, -159919, -151055, -168763, -165031, -160616, -158790, -159073, -166341, -157391, -171208, -180264, -166703, -157639, -158041, -168346, -160435, -169868, -165722, -156385, -178996, -152053, -157968, -169517, -168640]
day=146 max=-150150 idx=3 scores=[-180584, -156031, -161466, -150150, -178339, -170615, -174467, -167464, -166948, -169401, -170675, -170451, -176580, -164104, -157459, -169340, -174654, -160381, -172598, -152985, -170536, -174187, -168523, -166300, -176449, -170890]
day=147 max=-150552 idx=1 scores=[-166578, -150552, -161899, -162034, -167223, -168331, -158570, -172400, -165510, -158375, -159372, -160905, -177790, -165918, -155605, -170581, -172915, -165665, -166545, -160081, -175362, -166517, -156057, -176361, -169848, -174018]
day=148 max=-154640 idx=19 scores=[-171552, -161853, -182485, -171580, -167257, -169819, -160606, -166464, -161263, -157406, -166167, -177941, -172546, -163790, -165581, -170191, -165603, -159022, -176940, -154640, -175067, -181230, -157435, -168063, -168416, -174545]
day=149 max=-155689 idx=9 scores=[-183092, -165778, -168517, -167899, -166126, -182106, -162189, -167173, -177721, -155689, -171488, -168807, -185442, -168828, -157988, -162587, -174185, -157461, -176912, -156061, -178265, -174163, -170482, -170289, -180505, -181779]
day=150 max=-159053 idx=22 scores=[-171183, -163079, -173923, -171808, -167788, -170350, -163921, -178058, -166828, -159730, -161443, -182830, -168067, -169657, -174448, -171060, -169401, -159908, -164495, -171885, -172889, -186878, -159053, -174301, -174628, -170422]
day=151 max=-158795 idx=15 scores=[-175610, -165588, -178761, -162822, -174489, -169944, -166517, -168206, -175379, -163534, -170437, -179817, -187145, -172959, -167924, -158795, -170217, -164542, -173162, -173756, -167967, -172968, -173327, -177749, -185696, -181089]
day=152 max=-157266 idx=17 scores=[-184685, -157811, -171139, -163995, -172247, -168645, -165462, -168373, -169281, -162433, -178811, -166632, -171065, -163296, -175526, -172753, -171117, -157266, -173337, -172742, -178194, -177710, -160421, -169537, -176542, -176623]
day=153 max=-158281 idx=1 scores=[-172263, -158281, -180358, -159143, -184079, -171345, -174604, -173038, -165862, -173150, -170578, -173529, -190759, -179242, -174022, -167906, -171317, -169592, -183997, -160100, -172239, -189109, -160338, -169175, -185655, -183394]
day=154 max=-162574 idx=17 scores=[-175494, -167623, -179702, -176534, -181878, -176813, -183981, -173848, -167220, -173597, -173447, -184352, -179312, -174689, -168980, -180149, -188372, -162574, -180270, -175366, -170718, -189949, -172371, -178930, -188620, -173588]
day=155 max=-161854 idx=1 scores=[-188296, -161854, -173440, -167001, -176907, -184457, -174583, -180976, -167933, -179553, -163883, -173360, -192065, -167509, -166381, -175303, -180731, -178564, -176771, -164045, -174711, -178449, -179077, -175603, -187683, -188716]
day=156 max=-162064 idx=19 scores=[-190056, -177664, -191118, -169663, -182448, -179006, -176599, -176356, -182750, -177779, -180589, -174440, -178766, -184251, -173593, -174481, -183261, -173297, -184808, -162064, -188016, -194244, -171655, -178460, -179362, -188381]
day=157 max=-165767 idx=10 scores=[-185603, -177567, -178543, -174103, -181414, -183069, -182370, -191134, -170425, -170829, -165767, -179088, -186373, -172993, -177564, -171808, -183962, -178645, -182834, -170057, -175033, -179131, -171926, -179582, -192449, -175237]
day=158 max=-170360 idx=13 scores=[-187890, -171966, -178599, -176832, -193154, -189579, -172631, -185475, -173340, -182748, -171222, -181276, -187908, -170360, -182452, -175197, -191181, -177544, -181529, -170538, -181563, -192926, -182265, -179915, -189140, -179458]
day=159 max=-165682 idx=22 scores=[-196233, -176916, -182670, -173641, -183201, -184799, -176923, -181772, -180328, -180744, -175208, -179780, -196619, -189524, -171964, -184809, -178243, -166826, -173491, -173745, -173950, -192119, -165682, -175677, -187914, -188305]
day=160 max=-165667 idx=19 scores=[-183106, -182578, -191149, -179831, -191852, -180756, -176622, -194489, -178471, -169786, -177671, -194394, -185114, -177331, -183247, -167863, -179156, -170392, -177287, -165667, -177926, -197685, -175217, -190421, -182127, -184570]
day=161 max=-171918 idx=15 scores=[-184720, -172842, -183723, -182640, -198581, -194162, -179534, -178645, -182814, -176677, -178280, -181604, -185789, -176126, -188064, -171918, -192898, -186610, -177444, -182420, -177285, -185260, -185417, -177095, -180952, -183069]
day=162 max=-172011 idx=1 scores=[-200224, -172011, -191271, -172192, -198216, -182121, -182022, -192663, -174731, -187716, -175516, -188323, -195685, -180768, -182959, -179723, -197543, -176608, -188350, -174479, -184376, -185781, -181724, -188937, -184428, -188940]
day=163 max=-176196 idx=9 scores=[-201786, -180115, -195293, -185767, -197470, -182789, -180029, -198289, -192096, -176196, -191113, -185464, -194463, -188164, -185752, -182488, -200608, -186339, -184460, -183857, -186446, -187772, -177918, -189209, -195811, -186694]
day=164 max=-175182 idx=15 scores=[-191070, -178047, -198108, -180268, -203562, -183849, -184439, -189290, -181281, -181804, -180433, -199440, -186084, -190139, -183827, -175182, -188254, -181037, -189555, -186473, -181600, -193994, -188268, -185352, -190085, -198220]
day=165 max=-173093 idx=17 scores=[-188045, -189800, -189156, -185749, -185066, -185936, -183766, -184784, -194666, -189591, -180626, -186877, -193268, -181094, -186687, -176377, -201912, -173093, -182905, -175780, -187676, -205711, -186411, -197328, -185387, -201848]
day=166 max=-176390 idx=15 scores=[-197340, -181244, -195064, -184719, -197912, -192409, -190872, -196218, -198425, -190312, -177797, -192922, -206543, -189754, -187233, -176390, -201686, -190699, -181067, -178927, -191374, -205262, -178884, -192082, -195132, -197113]
day=167 max=-177126 idx=9 scores=[-201245, -180181, -187431, -193180, -198984, -186733, -186937, -193974, -197298, -177126, -188713, -191890, -193487, -198659, -188069, -188021, -186474, -191859, -187715, -185157, -194978, -190342, -186764, -195468, -197168, -198807]
day=168 max=-175016 idx=19 scores=[-193818, -187665, -191805, -191207, -189374, -201300, -200446, -189483, -194825, -178554, -187368, -198491, -207365, -186488, -195081, -192166, -201313, -189985, -201402, -175016, -190441, -204708, -191477, -199931, -191120, -203046]
day=169 max=-175563 idx=1 scores=[-191501, -175563, -192789, -182102, -207958, -199486, -202733, -189125, -197473, -186706, -183135, -187099, -204475, -200446, -195694, -177965, -195584, -178034, -184673, -194304, -203690, -202003, -179970, -203784, -203257, -193703]
day=170 max=-184576 idx=9 scores=[-196163, -186078, -202587, -196370, -198566, -200627, -204471, -198948, -185570, -184576, -197551, -202085, -204599, -199175, -198614, -194663, -204400, -185801, -192996, -186401, -189026, -210122, -195641, -197723, -203031, -194086]
day=171 max=-179090 idx=3 scores=[-205531, -183973, -204994, -179090, -202129, -194574, -201651, -198007, -184751, -196500, -188608, -196214, -195996, -202074, -199228, -181900, -196580, -183739, -189053, -187335, -193040, -209628, -179965, -187419, -200557, -194946]
day=172 max=-190369 idx=18 scores=[-210039, -195208, -210100, -194146, -209484, -201972, -194702, -208691, -205618, -199823, -202775, -200972, -214128, -202720, -193203, -199802, -200156, -192253, -190369, -192735, -198594, -203703, -192611, -204447, -210053, -203084]
day=173 max=-180899 idx=22 scores=[-210939, -181793, -199700, -195627, -209286, -208398, -202510, -206882, -201640, -189152, -187876, -203697, -199009, -204986, -186233, -192795, -209121, -189119, -202948, -197964, -195626, -203903, -180899, -207660, -205606, -202048]
day=174 max=-183354 idx=1 scores=[-208678, -183354, -213855, -193953, -211482, -198663, -208687, -203729, -204645, -191881, -190856, -194079, -214081, -190756, -192350, -203469, -213560, -187472, -195412, -194846, -208127, -206247, -201074, -191512, -213443, -205695]
day=175 max=-184406 idx=1 scores=[-204061, -184406, -198317, -189994, -198200, -198683, -210508, -204186, -199759, -202303, -190366, -206860, -209686, -191035, -199085, -196335, -202430, -192926, -194722, -185136, -194358, -207169, -192539, -205572, -209583, -205010]
day=176 max=-186873 idx=22 scores=[-212256, -189407, -209981, -188472, -201167, -214194, -208465, -210278, -199084, -194042, -195250, -200963, -203205, -201365, -187827, -201242, -203544, -197266, -197142, -198784, -200211, -201928, -186873, -208173, -207751, -210997]
day=177 max=-186330 idx=3 scores=[-209314, -187775, -201019, -186330, -205300, -216064, -198546, -200012, -194772, -191085, -194758, -197471, -209387, -202849, -192430, -188423, -200783, -193814, -198987, -198943, -213777, -202464, -186457, -199488, -216902, -200020]
day=178 max=-186782 idx=1 scores=[-212856, -186782, -216005, -195479, -217356, -218072, -200655, -211540, -195343, -199495, -205677, -202897, -217325, -211156, -205678, -197763, -200182, -190787, -208211, -192863, -207613, -210301, -204439, -207174, -208093, -207721]
day=179 max=-186751 idx=1 scores=[-217511, -186751, -203110, -193396, -209583, -204415, -208093, -211211, -206189, -201837, -195959, -199580, -215565, -201771, -209570, -198001, -217759, -201780, -197493, -198426, -213323, -208154, -201811, -212707, -220947, -202742]
day=180 max=-190899 idx=22 scores=[-206608, -202181, -211130, -199481, -222794, -214165, -206943, -202634, -197525, -195329, -194052, -206630, -212401, -213803, -191086, -200544, -209653, -199645, -213671, -196599, -203998, -217336, -190899, -206878, -222219, -208356]
day=181 max=-192515 idx=14 scores=[-219337, -198751, -207804, -199900, -211452, -205359, -211859, -210933, -202861, -200076, -201987, -201261, -210461, -208056, -192515, -195810, -214168, -194041, -216051, -199101, -217798, -206909, -200521, -210092, -223443, -212661]
day=182 max=-193600 idx=3 scores=[-222707, -207589, -205020, -193600, -208332, -205735, -208375, -210042, -210052, -214196, -196654, -205912, -211716, -203762, -211667, -201706, -219218, -196106, -208874, -203734, -209313, -212410, -195236, -215523, -222983, -221104]
day=183 max=-194272 idx=19 scores=[-223141, -205457, -221363, -195038, -225542, -219109, -208023, -215283, -202093, -214216, -200003, -222294, -212736, -206920, -213878, -209014, -212972, -195679, -209349, -194272, -215875, -223220, -202865, -212370, -208265, -205329]
day=184 max=-198978 idx=1 scores=[-225139, -198978, -209904, -212477, -215747, -214289, -218258, -206844, -203992, -216873, -210435, -219465, -227651, -211650, -201915, -200865, -212919, -200671, -213682, -200796, -211548, -209789, -213363, -220694, -218572, -220999]
day=185 max=-196191 idx=1 scores=[-230181, -196191, -217905, -198712, -215980, -207301, -209173, -223541, -202708, -206062, -208593, -209419, -228557, -210461, -205091, -197059, -227802, -202512, -220137, -203868, -222950, -217001, -202108, -211940, -222064, -226379]
day=186 max=-195943 idx=19 scores=[-221963, -198480, -212448, -198836, -224038, -214281, -218644, -219720, -210613, -202147, -218890, -225036, -221171, -207083, -210684, -210277, -211079, -214966, -216204, -195943, -217362, -220906, -207282, -210987, -213861, -226474]
day=187 max=-199241 idx=14 scores=[-222818, -208252, -212971, -216080, -214394, -222749, -218766, -215354, -214130, -211087, -204705, -217666, -213994, -224119, -199241, -216032, -210895, -212339, -210394, -210360, -215538, -227489, -210080, -207483, -227391, -226034]
day=188 max=-199777 idx=3 scores=[-224418, -208811, -218126, -199777, -229847, -230734, -207826, -223645, -207213, -209915, -207331, -228083, -230799, -217401, -215774, -218727, -216727, -211822, -216624, -215539, -218347, -227844, -199881, -223140, -229115, -214289]
day=189 max=-198986 idx=1 scores=[-221835, -198986, -221455, -214930, -224193, -225668, -226623, -212607, -206419, -214239, -211317, -224051, -224199, -214499, -216309, -219012, -223887, -207696, -217423, -202039, -226182, -228559, -199751, -220852, -215345, -228356]
day=190 max=-202677 idx=19 scores=[-234972, -217903, -215350, -207698, -234956, -226319, -225664, -228678, -211740, -217974, -216474, -215416, -231416, -228125, -206106, -215542, -220416, -212307, -218766, -202677, -213239, -233656, -215938, -209885, -220701, -221611]
day=191 max=-203565 idx=1 scores=[-219613, -203565, -218141, -218183, -221938, -219239, -220359, -230985, -221957, -217460, -219551, -224776, -225957, -216141, -206729, -213692, -235175, -218202, -225619, -210388, -211676, -218472, -219419, -210791, -233748, -232425]
day=192 max=-206042 idx=1 scores=[-235620, -206042, -234525, -210180, -232783, -220570, -224504, -219425, -215493, -215639, -208292, -233046, -237810, -229403, -219126, -221857, -220980, -209707, -230996, -206118, -225218, -234835, -209360, -229481, -223763, -216509]
day=193 max=-203313 idx=19 scores=[-237786, -207803, -218542, -222799, -230519, -234199, -225862, -235442, -213098, -217809, -225980, -229347, -226395, -229873, -211129, -221306, -229191, -206117, -230233, -203313, -224528, -240218, -223706, -226340, -223113, -226487]
day=194 max=-204311 idx=19 scores=[-241468, -211209, -232323, -218579, -221557, -225110, -214875, -227783, -213809, -212041, -222698, -232740, -224118, -220118, -227266, -222653, -223141, -211357, -233683, -204311, -218307, -225888, -216050, -219295, -221444, -227973]
day=195 max=-208933 idx=22 scores=[-233442, -221450, -228144, -222845, -235656, -219695, -214591, -221501, -219853, -220416, -225304, -229100, -240796, -225809, -223406, -223795, -239641, -216459, -220871, -215344, -217606, -230708, -208933, -230159, -233007, -237811]
day=196 max=-213866 idx=15 scores=[-236288, -223267, -239055, -224932, -228623, -233524, -226422, -240043, -226544, -227010, -219822, -237388, -226649, -227622, -229378, -213866, -237539, -223159, -231342, -225255, -232644, -226224, -214608, -225522, -241302, -228978]
day=197 max=-211786 idx=19 scores=[-237320, -221125, -225615, -224822, -231303, -225991, -220532, -227820, -219112, -227968, -215123, -222553, -238630, -235985, -225149, -215672, -233778, -224694, -223014, -211786, -232818, -237799, -225346, -237430, -225690, -222831]
day=198 max=-213719 idx=1 scores=[-231886, -213719, -226733, -222260, -242871, -230662, -229268, -233842, -217126, -218864, -224908, -227991, -242646, -221639, -214755, -216214, -241100, -216941, -225668, -223537, -219588, -244961, -218620, -237461, -241837, -241512]
day=199 max=-211506 idx=22 scores=[-235196, -216406, -234179, -217385, -236223, -233700, -237122, -242202, -227007, -224859, -222635, -233909, -231793, -237091, -231511, -214817, -242447, -211684, -233636, -229894, -239298, -239215, -211506, -222456, -241014, -230016]
day=200 max=-215531 idx=19 scores=[-230325, -215771, -246522, -232422, -243237, -226424, -232917, -232813, -233265, -221971, -230269, -235596, -240751, -238002, -230765, -226599, -240415, -226445, -227595, -215531, -231012, -235279, -230880, -222312, -246561, -240451]
day=201 max=-216704 idx=17 scores=[-247221, -223563, -240903, -223579, -240938, -227205, -236467, -235735, -225896, -219085, -218403, -235655, -238294, -241074, -218544, -218785, -230373, -216704, -236755, -231172, -238477, -243734, -228642, -227250, -235057, -236250]
day=202 max=-218755 idx=9 scores=[-251158, -221679, -246177, -219302, -249406, -238614, -235375, -228191, -239483, -218755, -235469, -231588, -236457, -235338, -225487, -230773, -247375, -230144, -224791, -231450, -229814, -242460, -229368, -232094, -234354, -235937]
day=203 max=-223191 idx=22 scores=[-253773, -233448, -235916, -228827, -245949, -246553, -233320, -244295, -236373, -233960, -227339, -245173, -239849, -241601, -234091, -234050, -240222, -224607, -228310, -226985, -231335, -243163, -223191, -233445, -233321, -248147]
day=204 max=-219943 idx=14 scores=[-242898, -229852, -237696, -224765, -233639, -243265, -244436, -245235, -225171, -240011, -236334, -238562, -254651, -237204, -219943, -236535, -240248, -224926, -241071, -221684, -246276, -249397, -220882, -226668, -251983, -235165]
day=205 max=-217211 idx=19 scores=[-250085, -235132, -236313, -225489, -237216, -235016, -232579, -233855, -241748, -234671, -227960, -242776, -247688, -234009, -231249, -226429, -243037, -231410, -239342, -217211, -238747, -252993, -231010, -244600, -235924, -241504]
day=206 max=-224919 idx=19 scores=[-240185, -227991, -252511, -229707, -254510, -234278, -231259, -245725, -246251, -232995, -233597, -243366, -244770, -239863, -234958, -228611, -243934, -239017, -229285, -224919, -241095, -245308, -232489, -240617, -236437, -248889]
day=207 max=-225399 idx=14 scores=[-248128, -237748, -247734, -228940, -248448, -243312, -247993, -245993, -230401, -231097, -226874, -249662, -242211, -241844, -225399, -237794, -253144, -236877, -234846, -233687, -237120, -252073, -234359, -242639, -247831, -238551]
day=208 max=-225301 idx=19 scores=[-247375, -228175, -246884, -226108, -251395, -239406, -239714, -249998, -234630, -230941, -231345, -242632, -246948, -235410, -235193, -240723, -237117, -233577, -237494, -225301, -234196, -241323, -233635, -243858, -256824, -244279]
day=209 max=-226945 idx=14 scores=[-246844, -240540, -253734, -238905, -241631, -244049, -234767, -253634, -240373, -234008, -228269, -243725, -255874, -234006, -226945, -241780, -249756, -231378, -250533, -232379, -246301, -248876, -232501, -240463, -258027, -255285]
day=210 max=-228360 idx=3 scores=[-249580, -231008, -253949, -228360, -245228, -254602, -242145, -242422, -241329, -229696, -237026, -245428, -247349, -249048, -229605, -239778, -242147, -242903, -237780, -238609, -253320, -259863, -234215, -252238, -259510, -249800]
day=211 max=-224791 idx=1 scores=[-254289, -224791, -250910, -233438, -260492, -243843, -248032, -251748, -243869, -229790, -232865, -250555, -247884, -243413, -234673, -246994, -253985, -244457, -252971, -226589, -235831, -245646, -236555, -237275, -249906, -253277]
day=212 max=-226485 idx=1 scores=[-264804, -226485, -250884, -244485, -260605, -258213, -243305, -250072, -241371, -243805, -245962, -240933, -251504, -242542, -244217, -229101, -246462, -241828, -245979, -240850, -240960, -262262, -227793, -240178, -252546, -257492]
day=213 max=-229513 idx=15 scores=[-249028, -245112, -250689, -240386, -262023, -261475, -246718, -254505, -252452, -243164, -232865, -249547, -263026, -248667, -244614, -229513, -248712, -234658, -237848, -231948, -257216, -252908, -241519, -245588, -256768, -253212]
day=214 max=-229139 idx=22 scores=[-265294, -230959, -261815, -235128, -261165, -258994, -250077, -247784, -248759, -247410, -239794, -252912, -260214, -242302, -246720, -240577, -256463, -243498, -243297, -243370, -250068, -247345, -229139, -242699, -249519, -245633]
day=215 max=-233523 idx=1 scores=[-251601, -233523, -264281, -235257, -263169, -251037, -240739, -258264, -256241, -245698, -235625, -259656, -261146, -249118, -242561, -236421, -259157, -240892, -250941, -240883, -249383, -261792, -244990, -256864, -255881, -259178]
day=216 max=-233242 idx=1 scores=[-258027, -233242, -253472, -236876, -249758, -264575, -246651, -251382, -254830, -235424, -236348, -260492, -253801, -246564, -246649, -252519, -264866, -247983, -248044, -241236, -259130, -259286, -239559, -258261, -257152, -256994]
day=217 max=-232254 idx=22 scores=[-261761, -249668, -257848, -234516, -265764, -261556, -260576, -253877, -252606, -241727, -243668, -246340, -266053, -241577, -251394, -251636, -256011, -244206, -253934, -232504, -250736, -268615, -232254, -246215, -259821, -248906]
day=218 max=-235137 idx=3 scores=[-254739, -244125, -262236, -235137, -255990, -262259, -262072, -258768, -256577, -254301, -241532, -262032, -270399, -257311, -244528, -251728, -268866, -246094, -261568, -245405, -246182, -253643, -239215, -254676, -251073, -257919]
day=219 max=-236038 idx=22 scores=[-267314, -240174, -265822, -247239, -266487, -255017, -253240, -259448, -246550, -242777, -246335, -257004, -262268, -261478, -245983, -243256, -258836, -236630, -252450, -251753, -245606, -253319, -236038, -258685, -260039, -260206]
day=220 max=-236151 idx=1 scores=[-268007, -236151, -267753, -248204, -259218, -267946, -252340, -259039, -255013, -250249, -247797, -254911, -261649, -248927, -257174, -240421, -260128, -246019, -249854, -242647, -254336, -258275, -240023, -264298, -259879, -256697]
day=221 max=-238245 idx=19 scores=[-262973, -248158, -257175, -242090, -272438, -270011, -260066, -253961, -247704, -241018, -242440, -251762, -263833, -247101, -245755, -239823, -259856, -248757, -251699, -238245, -251143, -271202, -253925, -256415, -264738, -261099]
day=222 max=-240184 idx=1 scores=[-274215, -240184, -272762, -245955, -258566, -267080, -259215, -253705, -263294, -256426, -249951, -251520, -264456, -251577, -241508, -241460, -257414, -246550, -255839, -251621, -267757, -267102, -249373, -249865, -266964, -269660]
day=223 max=-241264 idx=1 scores=[-273541, -241264, -274967, -253550, -259507, -264315, -250980, -254106, -259462, -247606, -245546, -264175, -272127, -266498, -246294, -245296, -268968, -249529, -257158, -247695, -250038, -269825, -254729, -250669, -267158, -266015]
day=224 max=-241632 idx=22 scores=[-271732, -248271, -275075, -246157, -262675, -265240, -259497, -268580, -250446, -262493, -251799, -260262, -278330, -256795, -253870, -244861, -275158, -252158, -252456, -256466, -268633, -270942, -241632, -259055, -261465, -273865]
day=225 max=-244055 idx=3 scores=[-276082, -252096, -270900, -244055, -275533, -275266, -250969, -268723, -261569, -246266, -247756, -257776, -271297, -269772, -257220, -249954, -271643, -246986, -262615, -255302, -259582, -268682, -248578, -256627, -274186, -269586]
